Name,AVGReturn,STD,NRoll,TSteps,Epochs,Batch_size
HalfCheetah-v2,3949.486237616481,0.0,1,1000,1000,64
HalfCheetah-v2,4172.701879523115,72.14649437882194,5,1000,1000,64
HalfCheetah-v2,4168.058052208,59.123814186875336,10,1000,1000,64
HalfCheetah-v2,4135.9733640046015,84.26605237950757,15,1000,1000,64
HalfCheetah-v2,4156.577872813037,87.40655917364738,20,1000,1000,64
HalfCheetah-v2,4104.255381359214,98.21705632650924,25,1000,1000,64
HalfCheetah-v2,4110.034511057827,79.97747514488664,50,1000,1000,64
HalfCheetah-v2,4152.337884230159,73.92453221511909,75,1000,1000,64
HalfCheetah-v2,4140.558193319996,81.23984418634662,100,1000,1000,64
