Name,AVGReturn,STD,NRoll,TSteps,Epochs,Batch_size
Hopper-v2,696.0042619565913,0.0,1,1000,1000,64
Hopper-v2,1222.2664711064492,223.217717053006,5,1000,1000,64
Hopper-v2,3059.279174428283,767.9874780343251,10,1000,1000,64
Hopper-v2,2408.152980086803,827.93577366108,15,1000,1000,64
Hopper-v2,3675.996175608595,444.16309196621796,20,1000,1000,64
Hopper-v2,3775.1599380773882,3.5765517217620477,25,1000,1000,64
Hopper-v2,3732.891973541885,187.62591028721266,50,1000,1000,64
Hopper-v2,3579.537215573499,242.63866561595276,75,1000,1000,64
Hopper-v2,3172.5611172782333,770.0928756299662,100,1000,1000,64
