Name,AVGReturn,STD,NRoll,TSteps
Humanoid-v2,10368.131770659138,0.0,1,1000
Humanoid-v2,10446.314946226918,57.38532698937673,5,1000
Humanoid-v2,10406.40304395289,60.1816576556682,10,1000
Humanoid-v2,10394.180483131462,55.1303502544372,15,1000
Humanoid-v2,10402.283205815698,39.78862388281948,20,1000
Humanoid-v2,10385.331630630588,47.15374458655639,25,1000
Humanoid-v2,10373.128692269773,124.07443891893934,50,1000
Humanoid-v2,10401.475253409119,62.25137007509975,75,1000
Humanoid-v2,10400.121819276275,56.58579014247061,100,1000
