Name,AVGReturn,STD,NRoll,TSteps,Epochs,Batch_size
Reacher-v2,-55.30671545415775,0.0,1,1000,1000,64
Reacher-v2,-8.944385776189097,4.355788972757677,5,50,1000,64
Reacher-v2,-12.204996338722733,2.0411843847297026,10,50,1000,64
Reacher-v2,-5.8471278676308565,2.284695484867983,15,50,1000,64
Reacher-v2,-6.374154401786012,2.847141441483829,20,50,1000,64
Reacher-v2,-5.024731441490683,1.9639437716535004,25,50,1000,64
Reacher-v2,-4.147543357521301,1.4134022072793677,50,50,1000,64
Reacher-v2,-4.034802244435264,1.462115618503412,75,50,1000,64
Reacher-v2,-3.9128090575847847,1.7096422829494975,100,50,1000,64
