Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
2.835930109024048	0	14.955224	7.7487273	63.0	9.0	14.955223880597014	7.7487270708506815	1002	1002
4.465512275695801	1	27.27027	14.685254	82.0	9.0	27.27027027027027	14.68525395458784	1009	2011
6.035422086715698	2	41.708332	27.108547	125.0	15.0	41.708333333333336	27.10854595674377	1001	3012
7.32082200050354	3	66.75	35.338543	153.0	22.0	66.75	35.33854128285434	1068	4080
8.705747604370117	4	79.76923	40.30872	185.0	26.0	79.76923076923077	40.30871989294977	1037	5117
10.010234355926514	5	77.38461	37.149464	157.0	33.0	77.38461538461539	37.149466217385765	1006	6123
11.34014892578125	6	152.14285	34.601524	200.0	88.0	152.14285714285714	34.60152173131189	1065	7188
12.825649499893188	7	130.5	34.93923	200.0	74.0	130.5	34.93923296238771	1044	8232
14.137258768081665	8	152.14285	39.45496	200.0	90.0	152.14285714285714	39.45496011341312	1065	9297
15.754367589950562	9	149.25	30.625765	200.0	117.0	149.25	30.625765296560346	1194	10491
17.662930965423584	10	177.83333	32.763885	200.0	117.0	177.83333333333334	32.763885945080176	1067	11558
20.330758810043335	11	158.42857	21.419998	200.0	137.0	158.42857142857142	21.41999828502823	1109	12667
21.853444576263428	12	169.66667	34.441578	200.0	118.0	169.66666666666666	34.441576941571974	1018	13685
23.79888916015625	13	167.16667	33.513264	200.0	119.0	167.16666666666666	33.51326437231815	1003	14688
25.634263038635254	14	135.25	10.121141	151.0	118.0	135.25	10.12114123999858	1082	15770
27.553959369659424	15	137.75	34.35386	200.0	79.0	137.75	34.35385713424331	1102	16872
29.230265378952026	16	112.2	30.019327	153.0	67.0	112.2	30.019327107715124	1122	17994
30.822442531585693	17	94.90909	32.247494	172.0	39.0	94.9090909090909	32.24749333585916	1044	19038
32.85548949241638	18	88.666664	22.74252	140.0	49.0	88.66666666666667	22.74252013788758	1064	20102
34.6274790763855	19	117.888885	36.222904	200.0	70.0	117.88888888888889	36.22290387906661	1061	21163
36.163296699523926	20	119.55556	44.49747	200.0	49.0	119.55555555555556	44.49746837021208	1076	22239
37.526310205459595	21	114.666664	22.310934	157.0	88.0	114.66666666666667	22.31093404090868	1032	23271
39.079391956329346	22	171.16667	21.767075	200.0	141.0	171.16666666666666	21.767075034454116	1027	24298
41.26366186141968	23	115.8	40.840664	200.0	70.0	115.8	40.8406660082815	1158	25456
43.15023684501648	24	132.25	44.0816	195.0	78.0	132.25	44.08160047003738	1058	26514
44.966519832611084	25	111.6	27.6702	167.0	73.0	111.6	27.6702005775166	1116	27630
46.540817975997925	26	122.0	38.89016	200.0	84.0	122.0	38.890158709427304	1098	28728
48.67216515541077	27	131.0	34.31472	197.0	88.0	131.0	34.31471987354698	1048	29776
51.66591215133667	28	107.7	34.42107	188.0	82.0	107.7	34.421069129241175	1077	30853
54.79537296295166	29	124.44444	31.986494	200.0	97.0	124.44444444444444	31.986494063418952	1120	31973
56.82923173904419	30	130.375	41.541958	199.0	79.0	130.375	41.54195920993617	1043	33016
58.51430320739746	31	115.44444	32.455475	200.0	82.0	115.44444444444444	32.45547757607886	1039	34055
