,Itr,ReturnAvg,ReturnStd,ReturnMin,ReturnMax,TrainingLossStart,TrainingLossFinal
0,-1,-154.54664911098794,26.692598294783995,-209.6127540284922,-120.12056248198495,,
1,0,-43.26926045360094,46.81922417563958,-106.93362534486671,35.78970701315779,1.0197217464447021,0.025904398411512375
2,1,-11.725700804629067,21.630621261007963,-40.53566393890182,17.989100843228915,0.027842039242386818,0.019148169085383415
3,2,7.476500785509477,24.909142528384155,-34.31778970743459,38.048170791100226,0.01927425153553486,0.01548231765627861
4,3,50.10049643230447,26.3972233119631,19.4567271087628,97.45711059271996,0.0166450347751379,0.01318671926856041
5,4,34.64963786798808,35.351344023025376,-0.8799955892631091,95.86370608134582,0.013991529121994972,0.009923355653882027
6,5,64.71714050291159,32.366255390994134,31.49429404713051,116.56695384261124,0.012699946761131287,0.010100712068378925
7,6,71.11689098029154,34.93746403727278,19.946721545956187,115.92940790002928,0.009485630318522453,0.004462564829736948
8,7,67.42735612161361,41.25339241994128,15.637816709767094,130.85232938260032,0.010738830082118511,0.007913969457149506
9,8,61.00489452225499,13.95294209390235,48.26062792895381,87.37143310420811,0.007626754697412252,0.007113587111234665
10,9,68.37612625045253,20.7913455595205,38.31005620819809,95.31060911458852,0.006985746324062347,0.0073601859621703625
11,10,89.86336869185679,26.672422842957992,42.16021089780881,121.86350125156248,0.005900588817894459,0.005900821648538113
