Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
6.579139232635498	0	4.5217	2.5329616	19.0	2.0	4.521699819168173	2.5329615863919845	5001	5001
9.846843957901001	1	7.30219	5.120226	35.0	2.0	7.302189781021898	5.120225633048433	5002	10003
12.714216470718384	2	11.909524	8.93689	52.0	2.0	11.90952380952381	8.936890093043965	5002	15005
15.513758420944214	3	12.477612	8.732666	56.0	2.0	12.477611940298507	8.732665631039529	5016	20021
18.471874713897705	4	11.024229	6.9025207	50.0	2.0	11.024229074889869	6.902520365871381	5005	25026
21.421284437179565	5	10.986842	8.137513	53.0	2.0	10.986842105263158	8.13751344794097	5010	30036
24.23332190513611	6	11.288939	8.760549	83.0	2.0	11.288939051918735	8.760548727022908	5001	35037
27.190473079681396	7	11.506881	7.6363716	46.0	2.0	11.506880733944953	7.6363717064445344	5017	40054
30.065958738327026	8	13.337766	9.635664	64.0	2.0	13.337765957446809	9.635663990663474	5015	45069
32.91191244125366	9	15.546296	11.967846	64.0	2.0	15.546296296296296	11.967846010641626	5037	50106
35.85944938659668	10	16.508196	12.731815	76.0	2.0	16.508196721311474	12.73181499793445	5035	55141
38.69997048377991	11	16.265371	12.654512	104.0	2.0	16.265372168284788	12.654512924383939	5026	60167
41.46513271331787	12	17.081911	13.685153	71.0	2.0	17.081911262798634	13.685152280267298	5005	65172
44.3957314491272	13	16.468853	13.582288	122.0	2.0	16.468852459016393	13.58228765810134	5023	70195
47.231581687927246	14	17.696114	15.562239	91.0	2.0	17.69611307420495	15.562238627873855	5008	75203
50.263715505599976	15	22.954128	16.445286	94.0	2.0	22.954128440366972	16.445286166084813	5004	80207
53.14384460449219	16	25.57868	20.136593	139.0	2.0	25.578680203045685	20.136593259681533	5039	85246
55.976876735687256	17	28.01676	21.396881	95.0	2.0	28.01675977653631	21.396881425860837	5015	90261
58.75134563446045	18	30.932098	19.568535	101.0	2.0	30.932098765432098	19.56853311282622	5011	95272
61.60305690765381	19	28.05028	19.472734	108.0	2.0	28.050279329608937	19.472735198813037	5021	100293
64.3680169582367	20	36.01439	23.666746	117.0	3.0	36.014388489208635	23.666746732177774	5006	105299
67.20104813575745	21	39.56693	25.0488	109.0	4.0	39.56692913385827	25.048799789306113	5025	110324
69.9210352897644	22	50.79798	25.56354	108.0	3.0	50.7979797979798	25.563539296688347	5029	115353
72.81125164031982	23	51.05102	29.744617	125.0	2.0	51.05102040816327	29.74461791445865	5003	120356
75.60014986991882	24	60.13095	40.6667	259.0	3.0	60.13095238095238	40.66669977415848	5051	125407
78.3026773929596	25	71.04225	42.790165	194.0	2.0	71.04225352112677	42.79016492887066	5044	130451
81.01060366630554	26	78.78125	43.662224	166.0	2.0	78.78125	43.66222221139804	5042	135493
83.848313331604	27	86.72414	40.086025	189.0	8.0	86.72413793103448	40.08602521278812	5030	140523
86.548330783844	28	92.87037	54.85133	211.0	6.0	92.87037037037037	54.85132980470306	5015	145538
89.47952485084534	29	107.791664	70.14418	286.0	5.0	107.79166666666667	70.14418434355213	5174	150712
92.12063503265381	30	136.51352	87.89847	391.0	8.0	136.51351351351352	87.8984738734231	5051	155763
94.96362018585205	31	178.65517	135.85724	535.0	4.0	178.6551724137931	135.857246544906	5181	160944
97.6142110824585	32	217.56522	149.2051	650.0	12.0	217.56521739130434	149.20508969257762	5004	165948
100.32515501976013	33	255.85	146.13634	507.0	5.0	255.85	146.13633189593887	5117	171065
103.50334692001343	34	556.1	297.06042	1000.0	37.0	556.1	297.06041473074123	5561	176626
106.69959616661072	35	691.375	282.83737	1000.0	254.0	691.375	282.8373815021628	5531	182157
110.015300989151	36	682.125	257.71857	1000.0	366.0	682.125	257.71856622098454	5457	187614
113.3418447971344	37	793.2857	318.23294	1000.0	98.0	793.2857142857143	318.232939969502	5553	193167
116.38757753372192	38	551.5	304.42447	1000.0	85.0	551.5	304.4244569675702	5515	198682
119.28430104255676	39	667.25	374.19003	1000.0	54.0	667.25	374.19004195729207	5338	204020
122.47229504585266	40	739.125	355.5497	1000.0	116.0	739.125	355.5497284136215	5913	209933
125.73498630523682	41	1000.0	0.0	1000.0	1000.0	1000.0	0.0	6000	215933
128.73564410209656	42	697.75	264.92203	1000.0	220.0	697.75	264.92204041944115	5582	221515
131.72116661071777	43	931.3333	153.54333	1000.0	588.0	931.3333333333334	153.54333445498554	5588	227103
134.62815594673157	44	778.1429	329.8443	1000.0	34.0	778.1428571428571	329.84430464405847	5447	232550
137.38859152793884	45	862.3333	307.83203	1000.0	174.0	862.3333333333334	307.83202490247106	5174	237724
140.11118626594543	46	719.0	372.16394	1000.0	59.0	719.0	372.16394236948855	5033	242757
142.95933723449707	47	861.5	195.98108	1000.0	573.0	861.5	195.98107901869847	5169	247926
146.15359592437744	48	1000.0	0.0	1000.0	1000.0	1000.0	0.0	6000	253926
149.09543204307556	49	795.2857	328.466	1000.0	179.0	795.2857142857143	328.46600793285586	5567	259493
151.7244575023651	50	840.0	357.77087	1000.0	40.0	840.0	357.77087639996637	5040	264533
154.51634311676025	51	879.1667	270.19153	1000.0	275.0	879.1666666666666	270.19154728122453	5275	269808
157.6396484375	52	1000.0	0.0	1000.0	1000.0	1000.0	0.0	6000	275808
160.66754031181335	53	965.0	78.26238	1000.0	790.0	965.0	78.26237921249263	5790	281598
163.800137758255	54	1000.0	0.0	1000.0	1000.0	1000.0	0.0	6000	287598
166.9681737422943	55	1000.0	0.0	1000.0	1000.0	1000.0	0.0	6000	293598
