,Itr,ReturnAvg,ReturnStd,ReturnMin,ReturnMax,TrainingLossStart,TrainingLossFinal
0,-1,-153.4158563772551,25.49178903630962,-200.75392262741602,-126.41087022705224,,
1,0,-25.628503708627,13.77793608814148,-47.86578043727789,-7.300599845665645,1.0532691478729248,0.02770097739994526
2,1,32.70176462740646,12.815140154668274,11.469285559189764,50.74650176329822,0.04126189276576042,0.023611703887581825
3,2,122.14353973482068,17.702633717019932,103.30574393493329,146.06964379750508,0.02031472511589527,0.016840193420648575
4,3,138.50977156002693,18.280756506851297,121.16603649300905,172.73185510972155,0.019246602430939674,0.010811017826199532
5,4,144.04758089028962,24.86620093066188,112.39243311162535,183.84713227832341,0.013772699050605297,0.009948012419044971
6,5,189.59112390073045,22.235150039092193,164.58834889960735,221.25280357470055,0.014027533121407032,0.008421925827860832
7,6,213.48881829611506,27.438191944649198,181.72594195334395,247.9272920613877,0.010539358481764793,0.008122707717120647
8,7,294.79262981280795,36.29812191886344,253.27267350681126,350.562289674667,0.00792370643466711,0.009254012256860733
9,8,284.36332319881615,41.37304643261325,214.0718973591575,333.1026490648483,0.00885227881371975,0.007865911349654198
10,9,247.05523478888577,21.385153170089314,212.11322049298482,274.0240472589184,0.007867643609642982,0.006977161858230829
11,10,273.9407766674441,42.26666255111289,234.2949696395213,351.11744539159474,0.008205284364521503,0.007097103167325258
