,ReturnAvg,ReturnStd,ReturnMin,ReturnMax,TrainingLossStart,TrainingLossFinal
0,-156.78814259174263,31.832772201353002,-205.96137426569607,-90.55246740674835,,
1,7.07733888964398,30.42542473258211,-45.986429132869716,72.67445394126156,0.9820329546928406,0.030113087967038155
