,Itr,ReturnAvg,ReturnStd,ReturnMin,ReturnMax,TrainingLossStart,TrainingLossFinal
0,-1,-146.76360823702964,37.617976156326556,-212.9408988177124,-91.85035627078162,,
1,0,109.23377995928767,12.58801127824223,91.89229085659156,124.72318827973963,1.0775859355926514,0.029374444857239723
2,1,154.89920665359554,21.94512745380025,127.30088448523956,177.22701530450604,0.04542737454175949,0.020942669361829758
3,2,155.49981749762733,23.31668380440885,122.2130839352468,187.0327451366033,0.027189532294869423,0.0176351610571146
4,3,194.65869782659746,22.46100111491647,152.0148291460102,216.37404650982037,0.020029623061418533,0.01562659442424774
5,4,239.935338998436,39.87579668440141,193.07185514920158,312.08913220051994,0.015401815995573997,0.011603708378970623
6,5,293.7399740492586,34.9735678990843,254.98723981222616,342.462682174875,0.015698229894042015,0.011773018166422844
7,6,299.5992044105819,24.527551252708154,265.31732367899144,323.11979830444216,0.013371637091040611,0.009475248865783215
8,7,335.84558974759284,45.15383300403784,260.5448863155542,388.2165850228223,0.011468661949038506,0.010573475621640682
9,8,354.6035871460467,53.17078261593414,299.7026333792501,449.928601528695,0.009609915316104889,0.011393032036721706
10,9,358.7167847726044,26.377636515207488,321.84193686144823,390.0084676185834,0.012082194909453392,0.007622248493134975
11,10,336.85981315431724,43.01515103793465,285.95801741048865,402.46615775401824,0.009919460862874985,0.008629155345261097
